,recommend_to_a_friend,review_text
5204,True,produto bom e entrega antes do prazomas quando é entregue pala americanas
5205,True,bom produto ótimo custobenefício recomendo a todos
5206,True,como todos os outros instrumentos de medição que possuo desta marca esse também é perfeito os materiais plásticos não ressecam como os mais em conta e a medição é precisa
5207,True,excelente material muito bem trabalhada ótimo preço
5208,True,produto bom   faz o que promete  para uso domestico nao profissional 
5209,True,produto excelente muito bom do jeito que eu pesei que fosse e chegou antes do prazo super recomendo
5210,True,gostei muito do microondas ótimo custobenefício entrega no prazo recomendo a todos o vendedor
5211,True,demorei muito para escolher li varias opiniões de diversos barbeadores e escolhi esseestou  muito satisfeito não me arrependi indico
5212,True,atendeu minhas expectativas aparelho bonitofuncional unica reclamaçao é q  demora demais p carregar americanas como sempre perfeita na entrega
5213,True,tem gente falando que o produto é fino é ralo etc gente puro engano minha mãe já  tinha uma panela da rochedo então encomendei essa e chegou antes do prazo é qualidade sim é produto bom vale a pena
5214,True,o celular é excelente  desempenho ótimo câmera de excelente qualidade
5215,True,esse é um produto que não vou deixar de tomar  pois só me fez bem em vários aspectos
5216,False,o produto não chegou no prazo sertodenorou muito funcionar  diase depôs parou e não estou conseguindo trocar não recomendo pra ninguém
5217,True,gostei  muito desta marca  tenho  samsung na minha casa
5218,False,não recebi esse produto não consegui falar com as lojas americanasnem fornecedor do produto espero que eles entre em contato comigo
5219,True,meu filho amou produto lindo e prático adesivos resistentes a água
5220,True,produto muito bom mas poderia ter leitor de cd   americanas está de parabéns pela agilidade na entrega
5221,False,péssima comunicação do consumidor com a loja comunicação essa que não existe produto não chegou no prazo
5222,True,o produto atende aos meus propósitos tais  como rapidezpraticidademobilidadeeficiência  recomendo
5223,True,achava que o tamanho dele seria um ponto negativo mas acostuma rapidinho ele é lindo e muito bom apenas a câmera frontal me decepcionou um pouquinho
5224,False,meu pedido estava programado para ser entregue até  mas ate agora  não foi entregue ninguem atende meus emails e nem o telefone
5225,True,foi bem oque eu imaginei a entrega foi até rápida
5226,True,amei essa politriz agora meu carro brilha ótimo produto parabéns
5227,True,produto excelente recomendo além do produto ser ótimo a entrega foi muito rápida
5228,True,produto exatamente igual ao anunciado de ótima qualidade zipe em perfeito estado
5229,False,o som da tv é baixo com ruídos não gostei do produto
5230,True,o produto é excelente para as minhas necessidades além das expectativas a compra foi fácil e a entrega no prazo o microscópio é fácil de utilizar sem complicações
5231,True,a loja tem um atendimento ótimo e o produto chega antes do combinado
5232,True,embora o produto adquirido não seja original atendeu minhas expectativas quanto ao desempenho
5233,False,o material não tem blackout nenhum e a estampa está numa qualidade pessima parece que faltou tinta para imprimir horrível fiquei decepcionada
5234,False,a entrega foi super rápida mas o produto desliga do nada mesmo a bateria estando cheia e demora para ligar terei que trocar o produto e espero que me enviem um que funcione direito nenhum cartão sd que eu coloco funciona o produto é lindo e super moderno mas ele não está funcionando direito
5235,False,minha compra foi cancelada e não consigo receber o reembolso
5236,False,ao aplicar um pouco mais de força o cone extrator trava e nao funciona  se for laranja verde um pouco mais dura o extrator trava e nao funciona   percebi tbm que o atendimento ao consumidor da mondial eh pessimo  eles falam que o produto funciona  se for laranja mole sem caroço e fizer de leve  entao nao podem trocar  nao comprem
5237,False,a tamanho de tela útil do aparelho é menor do que o esperado  o aparelho chegou sem fones de ouvido a imagem da câmera traseira principal é ruim piora bastante quanto menor for a luminosidade do local vale mais a pena gastar um pouco mais e pegar uma aparelho melhor  ponto positivo chegou bem antes do prazo como de costume por parte da americanascom
5238,False,como avaliar um produto q nem efetuaram a troca pra mim aguardo orientações d como efetuar a troca mas sem respostas como enviam produto diferente do q comprei torneira com filtro cromada foi o q comprei e me enviaram a branca q é metade do preço se ta dificil efetuarem a troca quem dira devolver meu dinheiro tem jeito d me atenderem corretamente
5239,False,boa tarde comprei  volumes e foi entregue  sendo que era dois  na nf estava constando  volume e no conhecimento de frete o pessoal da transportadora disse que abriu chamado e nada paguei a vista  produtos e recebi 
5240,True,além da qualidade do produto coloco a rapidez na entrega como diferencial positivo
5241,True,aos interessados sem dúvidas o produto é bom mas me decepcionei por ser um prazo de entrega tão longo comprei o produto dia  e chegou dia  o produto chegou bem embalado e chegou desmontado e na hora de montar verificou  se que o produto foi desmontado para trasportar pois havia marcas profundas de aperto de parafusos no produto e alguns furos já estava espanado dificultando assim nova montagem dando a impressão que me mandarão um produto usado não devolvi porque já estava marcada a reunião de família para o ano novo eu sei que  o produto não é da americanas mas estou fazendo o meu relato para que os senhores fiscalizem melhor os seus fornecedores para que isto que aconteceu comigo não aconteça mais com ninguém porque isso é muito lamentável
5242,True,entrega super rápidachegou bem antes do prazoproduto excelentede ótima qualidade
5243,False,a cor lilás x branco  sendo que o original e na cor marrom achei muito estranho
5244,True,acho uma falta de consideração com o cliente pois além de ter que esperar um bom tempo pelo produto ele ainda é entregue com defeito cd arranhado sacanagem
5245,True,recebi dentro do prazo e adorei o produto era exatamente o que esperava
5246,True,o meu moleque se sentiu o próprio ben  bom material bem acabado
5247,True,este produto não chegou junto com o outro que comprei e até agora obtive resposta sobre o mesmo
5248,True,além de chegar bem antes do previsto minha filha amou a boneca mais ainda assim acredito ser um brinquedo muito caro fora da realidade econômica da maioria da população brasileira só comprei porque minha filha já pedi essa boneca há  mais de um ano para o papai noel
5249,True,a barraca é muito linda material resistente e cabe duas crianças e um adulto tranquilamente minha filha amou brinca o dia todo e se deixar dorme lá dentro estou extremamente satisfeita
5250,True,muito bom o produto aliás como todos os livros dos deitel
5251,True,o produto é bonito e legal embora tenha vindo com um pequeno amassado
5252,True,boa tarde infelizmente eu me enganei quanto ao pedido gostaria de ter pego uma mochila com reservatório de água para andar de bike e acabei me confundindo com o volume da mochila espero que façam a troca pois já fiz a requisição
5253,False,até que chegou antes do prazo porém com  dias deu defeito  
5254,True,a obra  é bastante útil para quem deseja não somente aprender mais sobre a norma culta mas também para quem deseja se dar bem nas provas de concurso na disciplina de língua portuguesa são muito interessantes os comentários sobre as regras da língua apresentando os posicionamentos de respeitados gramáticos sobre cada tema em análise há ainda outros conteúdos interessantes que ajudarão os leitores a melhorar sua competência textual
5255,True,muito bom produto camera ok a bateria aguenta o repuxo e recarrega rápido só achei o programa de fotos um tanto limitado para quem gosta de manter suas fotos no cel é bom não selecionar a opção backupsincronização pois neste caso elas são transferidas automaticamente para o google drive
5256,True,muito bom micro ondas bonito e silencioso gostei
5257,True,a bicicleta é muito boa porém a título de sugestão precisa melhorar o qualidade do canote do selim pois no primeiro dia de uso entortou mas o produto é muito bom
5258,True,no produto não veio o cabo hdmi que está descrito na caixa que teria
5259,True,o aparelho é excelente muito rápido ótima câmera além de lindo é claro e a americanas está de parabéns com a entrega chegou super rápido top
5260,True,comprei esse router para substituir o router fornecido com o modem pela netrio seu alcance e estabilidade são muito bons ele transmite em duas redes simultaneamente  ghz e  ghz permitindo que o usuário escolha aquele que melhor lhe atender
5261,True,gostei muito desse produto fica muito bonitinho após montado
